category
Vending machine item
Gas station snack
Lunchbox item
Smoothie ingredient
Burger topping
Taco filling
Salad topping
Breakfast drink
Midnight snack
Party snack
Pet name
Nickname
Bad habit
Weekend activity
Road trip snack
Rainy day activity
Summer activity
Winter activity
Sleepover activity
First job
Chore kids hate
Excuse for being late
New Year's resolution
Bucket list item
Thing people collect
Childhood game
After-school snack
Lullaby
Jump rope rhyme
Recess game
Gym class game
Halloween candy
Famous brand
Logo you recognize
Jingle or slogan
Airline
Hotel chain
Clothing store
Shoe store
Coffee shop chain
Grocery store chain
Gas station chain
Car color
Car model
Motorcycle brand
Truck brand
Bicycle brand
Phone app
Nintendo game
PlayStation game
Karaoke song
Wedding dance song
Workout song
Road trip song
Shower song
Campfire song
Love song
Breakup song
90s song
2000s song
Christmas song
Movie soundtrack
One-word movie title
Sequel movie
Movie with a number in it
Animated movie
Action movie
Comedy movie
Sci-fi movie
Christmas movie
Adam Sandler movie
Tom Hanks movie
Will Smith movie
Leonardo DiCaprio movie
Movie villain
TV catchphrase
Famous speech
Book character
Children's book
Dr. Seuss book
Comic book character
21st century innovation
3-letter acronym
Actor
Actress
African language
Allergy
Alternative rock band
American president
Ancient civilization
Apple product
Archer
Asian capital city
Asian country
Asian currency
Asian language
Bacteria
Ball game
Bank
Bear
Beatles song
Billionaire
Bird of Prey
Bollywood film
Book genre
Book of the Bible
Book series
Bounty Hunter
Brand of bottled water
Bridge
Café
Cake
Candle scent
Canyon
Car part
Chess opening
Christmas Carol
Civil rights activist
Composer
Conspiracy theory
Country song
Crime
DC comic book character
Deceased musician
Dictator
Disease
Driving hazard
Egyptian god
Electronic device
Endangered species
European country
Famous biologist
Famous movie quote
Fantasy film
Female name
Fictional weapon
Film Director
Film franchise
Film genre
First Lady
Flightless bird
Flying creature
Football Team
Foreign film
French word
Fungus
Hair product
Heavy metal band
Heist film
Historical event
Historical general
Hockey Team
Holy city
Internet browser
Internet meme
Jedi
K-pop song
King
Magical item
Male name
Marsupial
Medicine
Middle Eastern country
Mobile network
Mode of transportation
Monster
Month
Moon
Muscle
Mystery novel
National anthem
Nintendo character
Nocturnal Creature
Non-Fiction book
Ocean
Old-school tech
Organ
Outdoor activity
Park
Percussion instrument
Pizza chain/brand
Poem
Pope
Post-secondary school
Predatory fish
Processed food
Professional wrestler
Queen
Religious figure
Religious holiday
Roman emperor
Sea
Shampoo brand
Sharp item
Sidekick
Skycraper
Soccer player
South American dish
Spy/secret agent
Star Trek Character
Star Wars character
Street name
String instrument
Striped animal
Super Power
Supervillian
Tourist destination
Traffic sign
Tropical Island Destination
University
Utensil
Vegan friendly food
Vehicle
Venomous snake
Video game character
Vintage car
War
Wind instrument
Wizard
Wonder of the World
Writing utensil
X-men character
Yogurt brand
YouTuber
