category,question,options
General,"Name something you really don’t want to find in the dark."
General,"Name something you have to charge regularly."
General,"Name something you wouldn’t want to buy used."
General,"Name something you might see in a sandwich."
General,"Name a food kids love to eat for breakfast."
General,"Name a well-known dinosaur."
General,"Name something you never want to find in your restaurant food."
General,"Name an animal that would make a horrible pet."
General,"Tell me something a person might do once a week."
General,"Name a reason someone might be up at 2 in the morning."
General,"Name something you might put on your hamburger."
General,"Name a country that speaks Spanish?"
General,"Name a material you would need to build a treehouse."
General,"Name the most expensive item in a person’s home."
General,"Name something you might see out on the ocean."
General,"Name an animal that would be very quiet if you kept it as a pet."
General,"Tell me the most important meal of the day."
General,"Name a type of ball you might play with for fun."
General,"What’s something you can do that is good for the environment?"
General,"Name a reason a teacher might want to talk to a student’s parents."
General,"Name a specific card game."
General,"Name something you might see in an old deserted mansion."
General,"Name a big city in the United States."
General,"Name something that melts when it gets hot."
General,"What’s something you might close your eyes to do?"
General,"Name something you really don’t want to see when you open your closet."
General,"Name something a bug might do."
General,"Name something parents tell their children not to touch."
General,"Name a day you get up early."
General,"Name something you might see on a treasure map."
General,"What might wake a young person up in the morning?"
General,"Name something you’re told to do while you dance the Hokey Pokey."
General,"Name a sound you might hear if you were near a barn."
General,"Tell me a word that rhymes with "power"."
Family Feud,"Choose a house that you never want to be in.","- Haunted house - Big house - Doghouse - Drug house - Small house - Glass house"
Family Feud,"Choose something related to vampires.","- Twilight - Bloodsucker - Garlic - Bat - Cape - Dracula - Fangs"
Family Feud,"Choose something that a baker might call his wife in a bakery.","- Honey - Oven - Sweetie - Cupcake - Muffin - Sugar - Doughy"
Family Feud,"Choose a thing that only comes out on special events from a person’s closet.","- Suit  - Dress - Jewellery  - Dress shoes"
Family Feud,"If you can go to the land of OZ then what would you ask the wizard for?","- Money - Health - Brain - Peace on earth - Love - Magic power"
Family Feud,"Choose that you see a commercial for during a basketball game.","- Car - Basketball equipment - Basketball games - Restaurants - Medication - Beer"
Family Feud,"Choose a word that rhymes with election.","- Selection - Erection - Perfection - Detection - Rejection - Collection - Section"
Family Feud,"While entering the bathroom, which color do you really want to not see in the toilet bowl?","- Yellow - Green - Brown - Red - Pink - Black"
Family Feud,"If your dog ran away, choose something that you are surprised he took with him.","- The cat - Leash - Food - His bike - Clothes - Bed/Pillow - Favorite toy"
Family Feud,"What is a thing that you can keep in your car by chance?","- Money - Food water - First aid kit - Map - Flare  - Gas can"
Family Feud,"Select An occasion for which you might wear your favorite underwear.","- Hot Date - Job Interview - Casino/Gambling - Sporting Event - Wedding/Night - Anniversary - Valentine’s Day"
Family Feud,"Give an example of something you would find on a breakfast buffet.","- Eggs - Sausage - Juice - Coffee - Melon - Cereal - Bacon"
Family Feud,"What would most people try to buy a husband with if there was a store that just sold husbands?","- Job - Personality/ Humor - Warranty - Character - Back account - Head of hair - Brain"
Family Feud,"Name a professional sport in which the players are well compensated.","- Football - Basketball - Baseball - Tenis - Darts"
Family Feud,"Describe what you would do if the person next to you on a plane had B.O.","- Change Sears - Cover face - Turn head - Enjoying it - Spray perfume - Sleep - Hang in bathroom"
Family Feud,"Choose Marvel’s avengers.","- Captain America - Iron man - Black Panther - The hulk - Thor - Black widow - Spiderman"
Family Feud,"Name a place where teenagers go where there’s always a killer on the loose in horror movies.","- Cabin/Camp - Graveyard - Movie theater - Basement - Bathroom - Bedroom - Party"
Family Feud,"Name a state with a lot of sports teams.","- New York - California - Florida - Texas - Pennsylvania"
Family Feud,"Name a location to which a wife would be furious if her husband took her on her anniversary.","- Strip joint - Sporting event - Tacky restaurant - Bar/Club - Car show - The movies - His parent’s house"
Family Feud,"Name a Place Where Snowmen Might Have Nightmares About.","- Sun/beach weather - Fire/Flame - Blow dryers - Rain - Snowplow - Drought - Snowballs"
Family Feud,"Name a Common Candy Bar Component.","- Chocolate - Peanuts - Caramel - Almonds - Nougat - Coconut"
Family Feud,"Name a type of insurance.","- Car - Health - Life - Home - Flood - Travel"
Family Feud,"Name something a woman who has a crush on Santa would leave out instead of cookies.","- Better food - Lingerie - Phone number - Sexy pictures - Love letter - Herself - Booze"
Family Feud,"Name anything you’d buy after you’ve gotten engaged.","- Dress - Ring - Drinks - Dinner"
Family Feud,"Name something other than letters that might have holes.","- Swiss cheese - Clothes - Story - Fishing net - Colander - Screen - Road"
Family Feud,"Name something that a naughty child does to Santa.","- Pull his beard - Bite - Go to bathroom - No cookies - Poison milk - Cuss out - Farts on him - Stays up"
Family Feud,"Name something people get in the mail other than letters.","- Junk mails - Magazines - Bills - Packages - Postcards - Checks"
Family Feud,"Choose a large-population country.","- China - India - US - Brazil - Mexico"
Family Feud,"Name something with which a squirrel might get into a battle if it tries to steal his nuts.","- Birds - Another squirrel - Chipmunk - Cat - Dog - Rabbit - Human"
Family Feud,"Choose a type of building where it always seems to be cold.","- Dark office - Work - Classroom - Hotel room - Igloo"
Family Feud,"What do people do with their armpits?","- Shave or wax - Put deodorant - Make noise - Rub it - Sniff it - Wash them"
Family Feud,"Name something that you might think your house is haunted.","- Noise - Moving objects - Flickering lights - Door open and close - Ghosts"
Family Feud,"What is something that grows faster than you want?","- Hair - Weeds - Kid or baby - Belly or weight - Nails - Debt or expenses"
Family Feud,"Choose something that might be brewing.","- Coffee - Tea - Trouble - Storm - Plot"
Family Feud,"Name an occupation that starts with the letter ‘J’.","- Janitor - Judge - Jewelers - Jockey - Journalist"
Family Feud,"What is something that you see your neighbor doing while wearing a bathrobe?","- Getting newspaper - Watering plants - Removing trash - Washing the car - Gardening"
Family Feud,"Choose which starts with the word Chow.","- Chowmein - Chowder - Chowhound - Chow Chow - Chow down"
Family Feud,"What is something that is licked?","- Ice cream - Lollipop - Stamp - Envelope - Your lips"
Family Feud,"Choose an activity that needs your lips.","- Kissing - Talking - Singing - Whistling - Playing flute - Licking your lips"
Family Feud,"Choose an animal that a snake can swallow.","- Mouse - Crocodile - Rabbit - Dog - Pig - Cat"
Family Feud,"What’s the word that you can replace with woman?","- Lady - Female - Girl - Broad - Gal"
Family Feud,"What’s something that you see outside and would make you want to stay inside?","- Bad weather or storm - Animals - Zombies - Fire or smoke - Bad celebrities"
Family Feud,"Fill in the blank– “Raging ______”","- Bull - Waters - Fire - Hormones - Rapids"
Family Feud,"Choose an animal that you never want to eat and start with the letter “C”.","- Cat - Camel - Cougar - Cow - Cheetah - Coyote"
Family Feud,"Other than feet, name something that runs.","- Water or toilet - Engine or car - Refrigerator - Nose - Clock"
Family Feud,"Choose a thing that a person might keep in a cellar.","- Wine - Canned Goods - Dead bodies - Tools or hooks - Furnace - Gun"
Family Feud,"What can be another word for “rear end”?","- Buttocks - Backside - Derriere - Bottom - Heine"
Family Feud,"What can be a nickname that someone gives their lover and starts with the word “Sugar”?","- Sugar pie - Sugar bear - Sugar daddy - Sugarplum - Sugar lips"
Family Feud,"What can be an activity that is easier to do in extreme wind?","- Fly a kite - Sail - Surf - Air dry clothes"
Family Feud,"What’s something that might get rained out?","- Sporting event - Picnic - Parade - Outdoor concert"
Family Feud,"What’s something that kids line up for in school?","- Lunch or snack - Recess - Fire drill - School bus"
Family Feud,"What’s is the most useful and important part of our body that starts with the letter “L”.","- Legs - Lips - Lungs - Liver"
Family Feud,"Which gift kids don’t want to open on Christmas morning?","- Underwear - Socks - Hygiene products - Books - Puzzles"
Family Feud,"What can be Santa’s reindeer?","- Rudolph - Comet - Donner - Blitzen - Cupid - Dasher"
Family Feud,"Who was present at the first Christmas?","- Jesus - Mary - Joseph - Angels - Animals"
Family Feud,"Which drunk can be served at a Christmas party?","- Eggnog - Apple cider - Hot cocoa - Punch - Soft drinks"
Family Feud,"Which state someone might want to travel to for Christmas?","- Hawaii - New York - Florida - Colorado - Alaska"
Family Feud,"What is the tradition for Christmas Eve?","- Opening event - Going to church - Dinner at Grandma’s - Reading bible story - Looking Christmas light"
Family Feud,"Which gift is difficult to wrap up?","- Basketball - Football - Stuffed animals - Pet - Bike"
Family Feud,"What’s something that is on every mother’s Christmas wish list?","- Babysitting - Sleep or nap - Spa day - Gift card - Jewelry"
Family Feud,"Which place is remaining open on Christmas day?","- Grocery store - Gas station - Movie theater - Airport - Hospital - Hotel"
Family Feud,"Which dish do people enjoy most during Christmas dinner?","- Ham - Turkey - Sweet potatoes - Stuffing - Cranberry sauce - Green bean"
Family Feud,"Which item would you need to dress up as a Santa Claus?","- Santa hat - Beard - Big belly - Red coat - Black boots"
Family Feud,"Which is the classic kid movie for Christmas day or celebration?","- Home alone - Elf - The Grinch - A Christmas Story"
Family Feud,"Which is the most popular Christmas quote?","- We wish you a Merry Christmas - Jingle bells - Frosty the snowman - Deck the halls - Joy to the world - Silent night"
Family Feud,"Which is the first thing that people might start doing after Christmas on December 1st?","- Listening to Christmas music - Christmas shopping - Decorating tree - Putting up lights - Sending cards"
Family Feud,"Which desert people want to eat a lot at Christmas time?","- Cookies - Pie - Pudding - Fruitcake"
Family Feud,"What are some of the plants for Christmas?","- Cactus - Poinsettia - Holly - Christmas tree - Mistletoe"
Family Feud,"Which item can be found at the North Pole?","- Igloo - Ice - Elves - Reindeer"
Family Feud,"Which famous Christmas animation plays on TV every single year?","- The polar express - Arthur Christmas - A Christmas Carol - Mickey’s Christmas carol"
Family Feud,"What do you love about Christmas the most?","- Food - Gifts - Decoration - Gatherings - Family trips"
Family Feud,"Which city can one travel to for the Christmas holiday?","- Paris - New york - Florida - Dubai"
Family Feud,"What are some of the boring gifts that you want to give your spouse on Christmas?","- Handkerchief - Bread - Underwear - Nothing"
Family Feud,"What are some of the clothes that you can easily find in the closet of Santa?","- Scarf - Red coat - Belt - Gloves"
Family Feud,"What are some of the activities that people usually do the day after Christmas?","- Relaxing - Watching Christmas - Cleaning - Opening gifts"
Family Feud,"Apart from chicken, what other things would make Christmas dinner incomplete if they are missing from the menu?","- Turkey - Potato - Wine - Hum"
Family Feud,"What scent is famously associated with Christmas Eve?","- Cranberry - Cinnamon - Candy - Chocolate"
Family Feud,"Whom would you like to buy the Christmas present for?","- Family - Friends - Pet - Relatives"
Family Feud,"How many weeks before Christmas, the Christmas card will be sent?","- One week - Two weeks - Three weeks - Four weeks"
Family Feud,"Who are some of the difficult people to buy gifts for during the Christmas holiday?","- Teenagers - Grandparents - In-laws - You"
Family Feud,"When do people start the decoration and preparation for Christmas?","- Before a week - Before two weeks - In November - Two days before"
Family Feud,"Which term is used for the game of bowling?","- Strike - Spare - Pin - Turkey"
Family Feud,"What did you do in your kindergarten days that you are still thinking about doing every day now?","- Nap - Toys or play - Color or paint - Get free snacks"
Family Feud,"What is hardcore football fans used to wear to the stadium on game day?","- Team or jersey color - Body paint - Hat - Foam head or finger"
Family Feud,"Which word rhymes with honey?","- Money - Funny - Bunny - Sunny"
Family Feud,"Which is a type of hoop?","- Hula hoop - Basketball hoop - Hoop earrings - Hoop skirt"
Family Feud,"Which drink can be served as both hot and cold?","- Tea - Coffee - Milk - Cider"
Family Feud,"What do you usually hang up?","- The phone - Clothes or coat - A towel - A picture"
Family Feud,"What do you hate to see on the bottom of your shoe?","- Gum - Poop - Mud or dirt - Tissue"
Family Feud,"What people used to decorate?","- Christan tree - House or apartments - Cake - Easter eggs"
Family Feud,"What does a baby do when you kiss its tummy?","- Laugh - Squeal - Fart - Kick"
Family Feud,"When you were a child, who could see right through your lies?","- Mom or dad - Grandma or grandpa - Teacher - Friend"
Family Feud,"What can be a type of chip?","- Potato - Chocolate - Poker - Micro"
Family Feud,"Which is the most popular ride at a carnival?","- Ferris wheel - Carousel - Roller coaster - Tilt a whirl"
Family Feud,"What is the thing that people take out?","- Food or Chinese - The trash - Money - Pet"
Family Feud,"Other than a person, name a thing that people love to hug?","- Pets - Pillow - Trees - Teddy bear"
Family Feud,"Which word rhymes perfectly with buckle?","- Knuckle - Suckle - Chuckle - Huckle"
Family Feud,"In which place are you supposed to be quiet?","- Library - Church - Theater - bedroom"
Family Feud,"What do you find hard to do with open eyes?","- Dream - Squeeze - Kiss - Swim or dive"
Family Feud,"What is a thing that you would find on top of a poker table?","- Poker chips - Cards - Money - Green felt"
Family Feud,"What is the reason you might get rid of an old family heirloom?","- Broken - Ugly - Divorce - Need money"
Family Feud,"Where do kids spend most of their time nowadays?","- Room - School - Internet - Friend’s house"
Family Feud,"What is a thing that many people do just once a week?","- Church - Shopping - Laundry - Eat out"
Family Feud,"Why might a person wake up at 2:00 in the morning”?","- Bathroom - Child - Bad dream - Heard a noose - Work"
Family Feud,"How many toys does a child want for holidays?","- 10 - 14 - 5 - 8"
Family Feud,"What is something that you might eat along with a hamburger?","- French fries - Soup - Salad - Onion rings"
Family Feud,"What is something that you haven’t done since high school gym class?","- Run a mile - Dodgeball - Push-ups - Lift weight"
Family Feud,"Who is the most popular character on the TV show Friends?","- Rachel - Joey - Ross - Chandler - Monica"
Family Feud,"What can be something that you can buy which costs a dollar or less?","- Fruit - Fast food - Soft drink - Newspaper - Stamp"
Family Feud,"In which country do people speak Spanish?","- Spain - Mexico - US - Cuba"
Family Feud,"What can be a liquid in your kitchen that you hope no one ever drinks by mistake?","- Soap - Vinegar - Cooking oil - Soy sauce"
Family Feud,"When you don’t want to go to school, what excuse do you make for an illness?","- Stomachache - Fever - Headache - Ear pain"
Family Feud,"Why do you love the summer season?","- Summer vacation - Winter vacation - Weather - No homework"
Family Feud,"What is the one thing that your parents told you to not waste?","- Water - Mandy - Time - Life"
Family Feud,"What is the favorite snack of kids at the movie theater?","- Popcorn - Nachos - French fries - Chips"
Family Feud,"What is the one thing that you never forget to pack on a trip?","- Money - Underwear - Medicines - Toothbrush"
Family Feud,"When do kids close their eyes?","- Sleep - Prayer - Horror movie - Hide and seek"
Family Feud,"What do you find on a man’s arm?","- Watch - Bracelet - Tattoo - Hair"
Family Feud,"What is something that you put in their front yard?","- Garden gnome - Flowering plants - Fence - Letterbox"
Family Feud,"Which household work do kids hate to do?","- Cleaning the room - Walking the dog - Mowing the lawn - Raking leaves"
Family Feud,"What does a wrestler not wear during the match?","- Pants - Glasses - Shirt - Jewelry"
Family Feud,"What did mom tell their kids to do before dinner?","- Wash hands - Set the table - Do homework - Pray"
Family Feud,"Who has fangs?","- Vampires - Snake - Wolf - Tiger"
Family Feud,"Why do kids often manage to lose?","- Money - Toys - Books - Pencil box"
Family Feud,"What does a dog do most of the time?","- Sleep - Eat - Baek - Play"
Family Feud,"Where do kids not want to visit often?","- Dentist - School - Bed - Shopping"
Family Feud,"What would you do if you put hot food in your mouth?","- Spit out - Gulp it - Drink water - Choke"
Family Feud,"Which word has a key in it?","- Monkey - Donkey - Key chain - Keyboard"
Family Feud,"What is the one thing that you do before going to bed?","- Prayer - Brush teeth - Drink water - Change clothes"
Family Feud,"What would you do when you fall sick?","- Not go-to school - Sleep - Go to doctor - Throw up"
Family Feud,"What is something that is cold?","- Ice - Water - Popsicle - Weather"
Family Feud,"When does your teacher want to talk to your parents?","- Bad grades - Bullying - Not doing homework - Cheating in exams"
Family Feud,"In a deserted house, what would you find?","- Dust - Spiders - Rats - Ghosts"
Family Feud,"What is used for writing?","- Pen - Chalk - Crayon - Paintbrush"
Family Feud,"What do you like about salad?","- Lettuce - Tomato - Chicken - Dressing"
Family Feud,"What melts when it gets hot?","- Snow - Chocolate - Candle - Butter"
Family Feud,"What is used in a sandwich?","- Bread - Butter - Peanut - Jam"
Family Feud,"What do you need for making a smoothie?","- Milk - Blender - Ice - Fruit"
Family Feud,"Which food is served with melted butter on top?","- Toast - Pancakes - Paratha - Corn"
Family Feud,"What do people keep in their car while going to the beach?","- Umbrellas - Beach chairs - Towels - Coolers"
Family Feud,"Which things do we use until they are worn out?","- Jeans - Shoes - Phone charger - Cooking pan"
Family Feud,"What kind of punishment do parents give to their children?","- Grounded - Time out - No TV - No dessert"
Family Feud,"What should we drink to keep us warm?","- Tea - Coffee - Soup - Milk"
Family Feud,"What can be spoiled?","- Mood - Food - Kids - Day"
Family Feud,"What do we usually do during the weekends?","- Cleaning - Laundry - Cooking - Watching movie"
Family Feud,"What things do you do with friends?","- Talk - Laugh - Play - Eat"
Family Feud,"What do people donate?","- Blood - Clothes - Old you’d - Money"
Family Feud,"What is a thing that you don’t like to get in mail?","- Spam mails - Ads - Bulk mails - Product catalog"
Family Feud,"What do people do with an envelope before posting the same?","- Read the letter - Cold and place the letter inside - Seal it - Paste the stamp"
Family Feud,"What are you losing as you grow old?","- Hair - Vision - Memory - Teeth"
Family Feud,"What do you find in a hamburger?","- Bread - Lettuce - Tomato - Sauce"
Family Feud,"How do people go to the office or work?","- Car - Bus - Bike - Walk"
Family Feud,"What are things that people do while sleeping?","- Snore - Dream - Talk - Walk"
Family Feud,"What do you do on the weekend mornings?","- Wake up early - Eat breakfast - Check emails - Iron the clothes"
Family Feud,"What can you find under the cushion of the couch?","- Money - Keys - Small toys - Gum"
Family Feud,"Why do people wake up in the middle of the night?","- Bad dream - Visit bathroom - Thirst or hunger - Heard a noise"
Family Feud,"Why do people go to work late?","- Traffic - Getting up late - Weather - Car breakdown"
Family Feud,"What is the first thing you do in the morning?","- Visit bathroom - Turn off alarm - Brush teeth - Shower"
Family Feud,"Where do you not have cell phone reception?","- In basement - Inside tunnels - On mountains - In a flight"
Family Feud,"Which plant do you like to grow in your garden?","- Tomatoes - Roses - Thyme - Chilies"
Family Feud,"After taking a selfie, whom would you send it to?","- Spouse - Friends - Parents - Social media"
Family Feud,"To whom you went for advice?","- Parents - Spouse - Best friend - Boss or manager"
Family Feud,"What would you never leave home without?","- Mobile - Money - Water bottle - House keys"
Family Feud,"What chores do you tend to procrastinate on?","- Dishes - Cleaning room - Laundry - Grocery shopping"
Family Feud,"What is the benefit of working from home?","- No travel - Flexible working hours - Spend time with family - Save money"
Family Feud,"What do you keep in your wallet?","- Money - Credit card - Driver’s license - Bills"
Family Feud,"What are things you find annoying drivers for?","- Overtake from wrong side - Blowing the horn - Talk on phone - Drive too fast"
Family Feud,"What are places where you are not allowed to touch anything?","- Art gallery - Museum - Zoo - Gift shop"
Family Feud,"What can be another name for a restaurant?","- Diner - Cafe - Coffee shop - Cafeteria"
Family Feud,"If deserted on an island, what would you search for first?","- Water - Food - Help - Shelter"
Family Feud,"What are things you find in a park?","- Tress - Benches - Grass - Birds"
Family Feud,"What is the one fruit that takes time to break into?","- Coconut - Pomegranate - Jackfruit - Pineapple"
Family Feud,"Which is the animal that starts with the letter “M”?","- Money - Monkey - Mouse - Moose"
Family Feud,"Which Olympic game would you watch more often if it were played in the nude?","- Volleyball - Gymnastics - Swimming - Soccer"
Family Feud,"Where do you hide something you wanted to smuggle into prison?","- In a cake - Up the butt - Underwear - Shoe"
Family Feud,"On which topic a father may give advice to his son?","- Relationship - Jobs - Personal finance - Children or family"
Family Feud,"What is something that a person orders in a restaurant while dieting?","- Salad - Fish - Chicken - Water"
Family Feud,"How many hours of sleep do you need every night to wake up in the morning?","- 8 hours - 6 hours - 7 hours - 9 hours"
Family Feud,"Which language makes everything sound sexy?","- French - Italian - Spanish - British - German"
Family Feud,"Which part of the body do people see a plastic surgeon about?","- Boobs - Nose - Belly - Butt"
Family Feud,"What are some things that you don’t want to do on Sunday?","- Wake up early - Work - Chores - Cook"
Family Feud,"Which things would you do first if you inherited a million dollars?","- Quit job - New house and car - Vacation - Invest"
Family Feud,"Which fruit reminds you of a part of the human body?","- Banana - Peach - Watermelon - Coconut"
Family Feud,"Which athlete made the news for being involved in a big scandal?","- Lance Armstrong - Tiger Woods - Barry bonds - Michael Vick"
Family Feud,"Which place you might choose for a date who isn’t in a serious relationship?","- Bar - Club - College - Tinder"
Family Feud,"Which one food you might buy from a cart at the park?","- Ice cream - Hot dog - Soft drink - Water"
Family Feud,"Which month of the year have most of the baby’s born?","- November - September - March - December"
Family Feud,"Why do people take out a loan?","- Buy house - Buy car - Education - Pay debt"
Family Feud,"Which is a thing that is usually made out of rubber?","- Tire - Ball - Rubber band - Gloves"
Family Feud,"What do people try to do when they want to get out of speeding tickets?","- Cry - Flirt - Offer money - Ask for warning"
Family Feud,"What do the guests do at a wedding reception?","- Dance - Eat - Drink - Clap"
Family Feud,"How did people communicate before texting was invented?","- Phone calls - Letter - Telegram - Pager"
Family Feud,"What do people usually run out of at home?","- Milk - Toilet paper - Eggs - Bread"
Family Feud,"What are the things that you don’t like to discuss during holidays?","- Politics - Religion - Love life - Finance"
Family Feud,"What’s a thing that only happens once every few years?","- Eclipse - Leap year - Olympics - FIFA World Cup"
Family Feud,"What is an important number that people often use to memorize?","- Phone number - Bank routing number - Social security number - Driver’s license number"
Family Feud,"Which food frequently goes bad before you get the chance to eat it?","- Avocados - Banana - Fresh berries - Mushroom"
Family Feud,"What will you find in a home medicine cabinet?","- Rubbing alcohol - Bandages - Thermometer - Antibacterial ointment"
Family Feud,"What might you put in your coffee?","- Sugar - Ice - Syrup - Cream"
Family Feud,"Which is a thing that you keep on your office desk?","- Computer - Notepad - Pen stand - Water bottle"
Family Feud,"Which is the thing that gets tangled?","- Hair - Earphones - Rope - Long chains"
Family Feud,"What is the thing that people often misplace?","- Keys - Document - Phone - Remote"
Family Feud,"When do people throw a party?","- Birthday - Getting married - Promotion - Anniversary"
Family Feud,"How do you pass the time when on a flight?","- Sleep - Read - Watch a movie - Eat snacks"
Family Feud,"A profession that starts with the letter “T”.","- Teacher - Technician - Taxi driver - Truck driver"
Family Feud,"Which activities are scary and fun at the same time?","- Roller coaster - Drive fast - Skydiving - Bungee jumping"
Family Feud,"What do you find on a woman’s arm?","- Tattoo - Hair - Bracelet - Watch"
Family Feud,"What dogs bark at?","- Strangers - Another dog - Cats - When hungry"
Family Feud,"Which is the most popular female inspired costume?","- Wonder woman - Catwoman - Cinderella - Superwoman"
Family Feud,"Which is the famous superhero male costume?","- Superman - Spiderman - Batman"
Family Feud,"Which is the Halloween prank?","- Toilet papering houses and trees - Egging - Soaping windows - Smashing pumpkins"
Family Feud,"Which is the famous Halloween treat?","- Snickers bar - Candy - Chocolate - Popcorn"
Family Feud,"Which is a thing that trick-or-treat collects candy in?","- Plastic pumpkin - Pillowcase - Bag - Bucket"
Family Feud,"Which is the famous Halloween party decoration?","- Pumpkin - Spiderwebs - Spiders - Ghosts"
Family Feud,"Which game you might play at the Halloween party?","- Hide and seek - Scavenger hunt - Costume contest - Bobbing for apples"
Family Feud,"Which is a superstition related to Halloween?","- Black cat - Ghosts appear - Don’t walk under a ladder"
Family Feud,"Which is a scary Halloween character?","- Vampires - Ghost - Witch - Mummy"
Family Feud,"Which is the most famous Halloween movie?","- Halloween - Friday the 13th - Scream - Hocus pocus"
Family Feud,"Which is the most popular theme at Halloween dances?","- Monster mash - Thriller - Ghostbusters - Addams family theme"
Family Feud,"Which is an accessory that is essential to a witch’s costume?","- Broom - Balck hat - Pointed nose"
Family Feud,"Which is a thing that makes a haunted house scary?","- Scary movies - Darkness - Spiderwebs - Ghosts"
Family Feud,"Which is a thing that people decorate their yards with at Halloween?","- Pumpkin - Lights - Skeleton - Ghosts"
