category,word
Food and Drink,Mac and cheese
Food and Drink,Margarita
Food and Drink,Milk
Food and Drink,Milkshake
Food and Drink,Mojito
Food and Drink,Nachos
Food and Drink,Orange juice
Food and Drink,Pancakes
Food and Drink,Pho
Food and Drink,Ramen
Food and Drink,Roast chicken
Food and Drink,Salad
Food and Drink,Sandwich
Food and Drink,Smoothie
Food and Drink,Soy milk
Food and Drink,Spaghetti
Food and Drink,Sparkling water
Food and Drink,Steak
Food and Drink,Sushi
Food and Drink,Tacos
Food and Drink,Tea
Food and Drink,Waffles
Food and Drink,Whiskey
Food and Drink,Wine
Famous People,Beyoncé
Famous People,Bill Gates
Famous People,Billie Eilish
Famous People,Blake Lively
Famous People,Chris Hemsworth
Famous People,Cristiano Ronaldo
Famous People,Donald Trump
Famous People,Drake
Famous People,Dua Lipa
Famous People,Dwayne “The Rock” Johnson
Famous People,Ed Sheeran
Famous People,Emma Stone
Famous People,Emma Watson
Famous People,Gordon Ramsay
Famous People,Greta Thunberg
Famous People,Harry Styles
Famous People,Jeff Bezos
Famous People,Jennifer Lopez
Famous People,Johnny Depp
Famous People,Justin Bieber
Famous People,Keanu Reeves
Famous People,Kim Kardashian
Famous People,Kylie Jenner
Famous People,Lady Gaga
Famous People,LeBron James
Famous People,Leonardo DiCaprio
Famous People,Lionel Messi
Famous People,Malala Yousafzai
Famous People,Mark Zuckerberg
Famous People,Novak Djokovic
Famous People,Oprah Winfrey
Famous People,PewDiePie
Famous People,Rihanna
Famous People,Robert Downey Jr.
Famous People,Ryan Reynolds
Famous People,Selena Gomez
Famous People,Serena Williams
Famous People,Shakira
Famous People,Simone Biles
Famous People,Stephen Curry
Famous People,Taylor Swift
Famous People,Tim Cook
Famous People,Tom Cruise
Famous People,Virat Kohli
Famous People,Zendaya
Careers,Biologist
Careers,Carpenter
Careers,Chef
Careers,Chemist
Careers,Civil Engineer
Careers,Construction Worker
Careers,Data Scientist
Careers,Dentist
Careers,Electrical Engineer
Careers,Electrician
Careers,Entrepreneur
Careers,Event Planner
Careers,Fashion Designer
Careers,Financial Analyst
Careers,Firefighter
Careers,Flight Attendant
Careers,Game Developer
Careers,Geologist
Careers,Graphic Designer
Careers,Historian
Careers,Interpreter
Careers,Journalist
Careers,Lawyer
Careers,Librarian
Careers,Marketing Manager
Careers,Mechanical Engineer
Careers,Musician
Careers,Nurse
Careers,Paramedic
Careers,Pharmacist
Careers,Photographer
Careers,Pilot
Careers,Plumber
Careers,Police Officer
Careers,Project Manager
Careers,Psychologist
Careers,Real Estate Agent
Careers,Research Scientist
Careers,Social Worker
Careers,Software Developer
Careers,Teacher
Careers,UI/UX Designer
Careers,Veterinarian
Careers,Video Editor
Careers,Web Developer
Animals and Nature,Alligator
Animals and Nature,Animal Tracks
Animals and Nature,Antelope
Animals and Nature,Bark
Animals and Nature,Bear
Animals and Nature,Beehives
Animals and Nature,Bison
Animals and Nature,Cat
Animals and Nature,Caves
Animals and Nature,Chameleon
Animals and Nature,Cheetah
Animals and Nature,Chimpanzee
Animals and Nature,Cliff
Animals and Nature,Cliffs
Animals and Nature,Clouds
Animals and Nature,Coral Reefs
Animals and Nature,Cow
Animals and Nature,Crab
Animals and Nature,Crocodile
Animals and Nature,Deer
Animals and Nature,Desert
Animals and Nature,Deserts
Animals and Nature,Dew
Animals and Nature,Dog
Animals and Nature,Dolphin
Animals and Nature,Donkey
Animals and Nature,Dunes
Animals and Nature,Eagle
Animals and Nature,Earthquakes
Animals and Nature,Elephant
Animals and Nature,Flamingo
Animals and Nature,Flower
Animals and Nature,Flowers
Animals and Nature,Fog
Animals and Nature,Forest
Animals and Nature,Forests
Animals and Nature,Fox
Animals and Nature,Frog
Animals and Nature,Giraffe
Animals and Nature,Glacier
Animals and Nature,Glaciers
Animals and Nature,Gorilla
Animals and Nature,Grass
Animals and Nature,Hawk
Animals and Nature,Hills
Animals and Nature,Hippopotamus
Animals and Nature,Horse
Animals and Nature,Hurricanes
Animals and Nature,Icebergs
Animals and Nature,Island
Animals and Nature,Jellyfish
Animals and Nature,Kangaroo
Animals and Nature,Koala
Animals and Nature,Lake
Animals and Nature,Lakes
Animals and Nature,Leaves
Animals and Nature,Leopard
Animals and Nature,Lightning
Animals and Nature,Lion
Animals and Nature,Lizard
Animals and Nature,Lobster
Animals and Nature,Marshes
Animals and Nature,Meadow
Animals and Nature,Meadows
Animals and Nature,Moon
Animals and Nature,Moose
Animals and Nature,Mountain
Animals and Nature,Mountains
Animals and Nature,Mushrooms
Animals and Nature,Natural Springs
Animals and Nature,Ocean
Animals and Nature,Oceans
Animals and Nature,Octopus
Animals and Nature,Owl
Animals and Nature,Panda
Animals and Nature,Parrot
Animals and Nature,Peacock
Animals and Nature,Penguin
Animals and Nature,Pig
Animals and Nature,Plains
Animals and Nature,Rabbit
Animals and Nature,Rain
Animals and Nature,Rainbow
Animals and Nature,Rainbows
Animals and Nature,Rhinoceros
Animals and Nature,River
Animals and Nature,Rivers
Animals and Nature,Rocks
Animals and Nature,Roots
Animals and Nature,Sand
Animals and Nature,Seeds
Animals and Nature,Shark
Animals and Nature,Sheep
Animals and Nature,Snake
Animals and Nature,Snow
Animals and Nature,Soil
Animals and Nature,Starfish
Animals and Nature,Stars
Animals and Nature,Sun
Animals and Nature,Sunrise
Animals and Nature,Sunset
Animals and Nature,Swamps
Animals and Nature,Thunder
Animals and Nature,Tiger
Animals and Nature,Toad
Animals and Nature,Tornadoes
Animals and Nature,Tree
Animals and Nature,Trees
Animals and Nature,Tundra
Animals and Nature,Turtle
Animals and Nature,Valley
Animals and Nature,Valleys
Animals and Nature,Volcano
Animals and Nature,Volcanoes
Animals and Nature,Waterfall
Animals and Nature,Waterfalls
Animals and Nature,Whale
Animals and Nature,Wind
Animals and Nature,Wolf
Animals and Nature,Zebra
Historical Figures,Alexander the Great
Historical Figures,Aristotle
Historical Figures,Ataturk (Mustafa Kemal)
Historical Figures,Benito Mussolini
Historical Figures,Catherine the Great
Historical Figures,Charles Darwin
Historical Figures,Che Guevara
Historical Figures,Cleopatra
Historical Figures,Confucius
Historical Figures,Fidel Castro
Historical Figures,Florence Nightingale
Historical Figures,Franklin D. Roosevelt
Historical Figures,Galileo Galilei
Historical Figures,Genghis Khan
Historical Figures,George Washington
Historical Figures,Hernán Cortés
Historical Figures,Ho Chi Minh
Historical Figures,Isaac Newton
Historical Figures,Joan of Arc
Historical Figures,John F. Kennedy
Historical Figures,Joseph Stalin
Historical Figures,Karl Marx
Historical Figures,Leonardo da Vinci
Historical Figures,Mahatma Gandhi
Historical Figures,Malcolm X
Historical Figures,Marco Polo
Historical Figures,Marie Curie
Historical Figures,Martin Luther King Jr.
Historical Figures,Michelangelo
Historical Figures,Napoleon Bonaparte
Historical Figures,Nelson Mandela
Historical Figures,Nikola Tesla
Historical Figures,Plato
Historical Figures,Queen Elizabeth I
Historical Figures,Queen Victoria
Historical Figures,Ronald Reagan
Historical Figures,Saladin
Historical Figures,Sigmund Freud
Historical Figures,Simon Bolivar
Historical Figures,Socrates
Historical Figures,Sun Tzu
Historical Figures,Theodore Roosevelt
Historical Figures,Thomas Edison
Historical Figures,Tsar Nicholas II
Historical Figures,Winston Churchill
Movies,Arrival
Movies,Avatar
Movies,Avatar: The Way of Water
Movies,Batman Begins
Movies,Beauty and the Beast (1991)
Movies,Beauty and the Beast (2017)
Movies,Big Hero 6
Movies,Black Panther
Movies,Black Swan
Movies,Braveheart
Movies,Captain America: The Winter Soldier
Movies,Captain Marvel
Movies,Cars
Movies,Casino Royale
Movies,Coco
Movies,Deadpool
Movies,Deadpool 2
Movies,Despicable Me
Movies,Django Unchained
Movies,Doctor Strange
Movies,Dunkirk
Movies,Edge of Tomorrow
Movies,Finding Dory
Movies,Finding Nemo
Movies,Forrest Gump
Movies,Frozen
Movies,Frozen II
Movies,Furious 7
Movies,Gladiator
Movies,Gravity
Movies,Guardians of the Galaxy
Movies,Guardians of the Galaxy Vol. 2
Movies,Harry Potter and the Prisoner of Azkaban
Movies,Harry Potter and the Sorcerer's Stone
Movies,How to Train Your Dragon
Movies,Inception
Movies,Incredibles 2
Movies,Inside Out
Movies,Interstellar
Movies,Iron Man
Movies,John Wick
Movies,John Wick: Chapter 2
Movies,Joker
Movies,Jumanji (1995)
Movies,Jumanji: Welcome to the Jungle
Movies,Jurassic Park
Movies,Jurassic World
Movies,Kung Fu Panda
Movies,La La Land
Movies,Life of Pi
Movies,Logan
Movies,Mad Max: Fury Road
Movies,Minions
Movies,Mission: Impossible
Movies,Mission: Impossible – Fallout
Movies,Mission: Impossible – Ghost Protocol
Movies,Moana
Movies,Monsters, Inc.
Movies,Pacific Rim
Movies,Paddington
Movies,Pirates of the Caribbean: At World's End
Movies,Pirates of the Caribbean: Dead Men Tell No Tales
Movies,Pirates of the Caribbean: The Curse of the Black Pearl
Movies,Quantum of Solace
Movies,Ratatouille
Movies,Ready Player One
Movies,Rogue One: A Star Wars Story
Movies,Saving Private Ryan
Movies,Schindler’s List
Movies,Shrek
Movies,Sing
Movies,Skyfall
Movies,Slumdog Millionaire
Movies,Spectre
Movies,Spider-Man (2002)
Movies,Spider-Man: Homecoming
Movies,Spider-Man: Into the Spider-Verse
Movies,Star Trek (2009)
Movies,Star Wars: A New Hope
Movies,Star Wars: Return of the Jedi
Movies,Star Wars: Rogue One
Movies,Star Wars: The Empire Strikes Back
Movies,Star Wars: The Force Awakens
Movies,Tangled
Movies,The Avengers
Movies,The Bourne Identity
Movies,The Bourne Supremacy
Movies,The Bourne Ultimatum
Movies,The Dark Knight
Movies,The Dark Knight Rises
Movies,The Fault in Our Stars
Movies,The Godfather
Movies,The Godfather Part II
Movies,The Good Dinosaur
Movies,The Grand Budapest Hotel
Movies,The Greatest Showman
Movies,The Help
Movies,The Hobbit: An Unexpected Journey
Movies,The Hunger Games
Movies,The Hunger Games: Catching Fire
Movies,The Incredibles
Movies,The Jungle Book (1967)
Movies,The Jungle Book (2016)
Movies,The King's Speech
Movies,The Lego Batman Movie
Movies,The Lego Movie
Movies,The Lion King
Movies,The Lion King (1994)
Movies,The Lion King (2019)
Movies,The Lord of the Rings: The Fellowship of the Ring
Movies,The Lord of the Rings: The Return of the King
Movies,The Lord of the Rings: The Two Towers
Movies,The Martian
Movies,The Matrix
Movies,The Maze Runner
Movies,The Revenant
Movies,The Secret Life of Pets
Movies,The Shawshank Redemption
Movies,The Silence of the Lambs
Movies,The Social Network
Movies,The Twilight Saga: Breaking Dawn – Part 1
Movies,The Twilight Saga: Eclipse
Movies,The Twilight Saga: New Moon
Movies,Thor
Movies,Thor: Ragnarok
Movies,Titanic
Movies,Toy Story
Movies,Trolls
Movies,Twilight
Movies,Up
Movies,Wonder
Movies,Wonder Woman
Movies,Zootopia
Literature and Theatre,Alliteration
Literature and Theatre,Antagonist
Literature and Theatre,Anton Chekhov
Literature and Theatre,Arthur Miller
Literature and Theatre,Chorus (Greek Theatre)
Literature and Theatre,Comedy
Literature and Theatre,Comedy of Manners
Literature and Theatre,Costume Design
Literature and Theatre,Curtain Call
Literature and Theatre,Death of a Salesman
Literature and Theatre,Dialogue
Literature and Theatre,Director
Literature and Theatre,Dramatic Irony
Literature and Theatre,Euripides
Literature and Theatre,Farce
Literature and Theatre,Foreshadowing
Literature and Theatre,Greek Tragedy
Literature and Theatre,Hamlet
Literature and Theatre,Henrik Ibsen
Literature and Theatre,Improvisation
Literature and Theatre,King Lear
Literature and Theatre,Macbeth
Literature and Theatre,Medea
Literature and Theatre,Melodrama
Literature and Theatre,Metaphor
Literature and Theatre,Monologue
Literature and Theatre,Motif
Literature and Theatre,Narrative
Literature and Theatre,Oedipus Rex
Literature and Theatre,Othello
Literature and Theatre,Playwright
Literature and Theatre,Protagonist
Literature and Theatre,Rehearsal
Literature and Theatre,Romeo and Juliet
Literature and Theatre,Satire
Literature and Theatre,Scene
Literature and Theatre,Script
Literature and Theatre,Set Design
Literature and Theatre,Simile
Literature and Theatre,Soliloquy
Literature and Theatre,Sophocles
Literature and Theatre,Stage Directions
Literature and Theatre,Symbolism
Literature and Theatre,Tennessee Williams
Literature and Theatre,The Cherry Orchard
Literature and Theatre,Tragedy
Items and Objects,Camera
Items and Objects,Candle
Items and Objects,Chair
Items and Objects,Charger
Items and Objects,Clock
Items and Objects,Coffee mug
Items and Objects,Fan
Items and Objects,Flashlight
Items and Objects,Fridge
Items and Objects,Gloves
Items and Objects,Hammer
Items and Objects,Hand sanitizer
Items and Objects,Headphones
Items and Objects,Helmet
Items and Objects,Iron
Items and Objects,Jacket
Items and Objects,Keychain
Items and Objects,Laptop
Items and Objects,Microwave
Items and Objects,Mirror
Items and Objects,Nail clipper
Items and Objects,Notebook
Items and Objects,Pen
Items and Objects,Pillow
Items and Objects,Razor
Items and Objects,Remote control
Items and Objects,Ruler
Items and Objects,Scissors
Items and Objects,Screwdriver
Items and Objects,Shampoo
Items and Objects,Shoes
Items and Objects,Smartphone
Items and Objects,Soap
Items and Objects,Stapler
Items and Objects,Sunglasses
Items and Objects,Table
Items and Objects,Tape
Items and Objects,Television
Items and Objects,Toothbrush
Items and Objects,Towel
Items and Objects,Trash can
Items and Objects,Umbrella
Items and Objects,Wallet
Items and Objects,Water bottle
Places and Locations,Angkor Wat
Places and Locations,Athens
Places and Locations,Auckland
Places and Locations,Bali
Places and Locations,Bangkok
Places and Locations,Barcelona
Places and Locations,Bergen
Places and Locations,Berlin
Places and Locations,Bora Bora
Places and Locations,Boston
Places and Locations,Bruges
Places and Locations,Brussels
Places and Locations,Buckingham Palace
Places and Locations,Budapest
Places and Locations,Buenos Aires
Places and Locations,Cairo
Places and Locations,Cape Town
Places and Locations,Casablanca
Places and Locations,Chicago
Places and Locations,Christ the Redeemer
Places and Locations,Delhi
Places and Locations,Doha
Places and Locations,Dubai
Places and Locations,Dubrovnik
Places and Locations,Easter Island
Places and Locations,Edinburgh
Places and Locations,Fiji
Places and Locations,Florence
Places and Locations,Galway
Places and Locations,Galápagos Islands
Places and Locations,Golden Gate Bridge
Places and Locations,Grand Canyon
Places and Locations,Great Barrier Reef
Places and Locations,Great Wall of China
Places and Locations,Hanoi
Places and Locations,Havana
Places and Locations,Hong Kong
Places and Locations,Honolulu
Places and Locations,Istanbul
Places and Locations,Jakarta
Places and Locations,Kuala Lumpur
Places and Locations,Kyoto
Places and Locations,Las Vegas
Places and Locations,Lima
Places and Locations,Lisbon
Places and Locations,London
Places and Locations,Los Angeles
Places and Locations,Luxembourg
Places and Locations,Machu Picchu
Places and Locations,Maldives
Places and Locations,Manila
Places and Locations,Marrakech
Places and Locations,Medellin
Places and Locations,Mexico City
Places and Locations,Miami
Places and Locations,Montreal
Places and Locations,Moscow
Places and Locations,Mount Everest
Places and Locations,Mount Fuji
Places and Locations,Mumbai
Places and Locations,New Orleans
Places and Locations,New York City
Places and Locations,Niagara Falls
Places and Locations,Oslo
Places and Locations,Petra
Places and Locations,Prague
Places and Locations,Quito
Places and Locations,Reykjavik
Places and Locations,Rio de Janeiro
Places and Locations,Rome
Places and Locations,Sahara Desert
Places and Locations,Salzburg
Places and Locations,San Diego
Places and Locations,San Francisco
Places and Locations,Santorini
Places and Locations,Seattle
Places and Locations,Serengeti
Places and Locations,Seychelles
Places and Locations,Shanghai
Places and Locations,Singapore
Places and Locations,Stockholm
Places and Locations,Stonehenge
Places and Locations,Sydney
Places and Locations,Sydney Opera House
Places and Locations,Taj Mahal
Places and Locations,Tel Aviv
Places and Locations,Tokyo
Places and Locations,Toronto
Places and Locations,Vancouver
Places and Locations,Venice
Places and Locations,Victoria Falls
Places and Locations,Vienna
Places and Locations,Yellowstone National Park
Places and Locations,Zurich
Songs,Africa – Toto
Songs,Ain’t No Mountain High Enough – Marvin Gaye & Tammi Terrell
Songs,All About That Bass – Meghan Trainor
Songs,All Star – Smash Mouth
Songs,All Too Well - Taylor Swift
Songs,All of Me – John Legend
Songs,Anti-Hero - Taylor Swift
Songs,August - Taylor Swift
Songs,Baby One More Time – Britney Spears
Songs,Back to Black – Amy Winehouse
Songs,Back to December - Taylor Swift
Songs,Bad Guy – Billie Eilish
Songs,Bad Romance – Lady Gaga
Songs,Barbie Girl – Aqua
Songs,Because of You – Kelly Clarkson
Songs,Before He Cheats – Carrie Underwood
Songs,Bejeweled - Taylor Swift
Songs,Blank Space - Taylor Swift
Songs,Bleeding Love – Leona Lewis
Songs,Boulevard of Broken Dreams – Green Day
Songs,Boy With Luv (feat. Halsey) - BTS
Songs,Butter - BTS
Songs,Can’t Help Falling in Love – Elvis Presley
Songs,Cardigan - Taylor Swift
Songs,Castle on the Hill - Ed Sheeran
Songs,Chandelier – Sia
Songs,Come Together – The Beatles
Songs,Complicated – Avril Lavigne
Songs,Crazy in Love (feat. Jay-Z) - Beyoncé
Songs,Creep – Radiohead
Songs,Cruel Summer - Taylor Swift
Songs,Cry Me a River – Justin Timberlake
Songs,DNA - BTS
Songs,Dancing Queen – ABBA
Songs,Delicate - Taylor Swift
Songs,Don’t Stop Believin’ – Journey
Songs,Drunk in Love (feat. Jay-Z) - Beyoncé
Songs,Dynamite - BTS
Songs,Enchanted - Taylor Swift
Songs,Exile (feat. Bon Iver) - Taylor Swift
Songs,Fake Love - BTS
Songs,Formation - Beyoncé
Songs,Friends in Low Places – Garth Brooks
Songs,Grenade - Bruno Mars
Songs,Grenade – Bruno Mars
Songs,Hallelujah – Leonard Cohen
Songs,Halo - Beyoncé
Songs,Heroes – David Bowie
Songs,Hotel California – Eagles
Songs,I Don’t Want to Miss a Thing – Aerosmith
Songs,I Love Rock ’n’ Roll – Joan Jett
Songs,I Wanna Dance with Somebody – Whitney Houston
Songs,I Want It That Way – Backstreet Boys
Songs,I Want to Break Free – Queen
Songs,I Will Survive – Gloria Gaynor
Songs,Ice Ice Baby – Vanilla Ice
Songs,I’m Yours – Jason Mraz
Songs,Jolene – Dolly Parton
Songs,Just the Way You Are - Bruno Mars
Songs,Just the Way You Are – Bruno Mars
Songs,Killing Me Softly – Fugees
Songs,Kiss – Prince
Songs,Let Her Go – Passenger
Songs,Let It Go – Idina Menzel
Songs,Let’s Get It On – Marvin Gaye
Songs,Like a Prayer – Madonna
Songs,Livin’ on a Prayer – Bon Jovi
Songs,Locked Out of Heaven - Bruno Mars
Songs,Look What You Made Me Do - Taylor Swift
Songs,Losing My Religion – R.E.M.
Songs,Love Story - Taylor Swift
Songs,Love on Top – Beyoncé
Songs,Man! I Feel Like a Woman! – Shania Twain
Songs,Me Too – Meghan Trainor
Songs,Mr. Brightside – The Killers
Songs,My Heart Will Go On – Celine Dion
Songs,No One – Alicia Keys
Songs,Perfect - Ed Sheeran
Songs,Perfect – Ed Sheeran
Songs,Photograph - Ed Sheeran
Songs,Piece of My Heart – Janis Joplin
Songs,Poker Face – Lady Gaga
Songs,Proud Mary – Tina Turner
Songs,Radioactive – Imagine Dragons
Songs,Red - Taylor Swift
Songs,Rehab – Amy Winehouse
Songs,Riptide – Vance Joy
Songs,Rolling in the Deep – Adele
Songs,Royals – Lorde
Songs,Say Something – A Great Big World & Christina Aguilera
Songs,Say You Won’t Let Go – James Arthur
Songs,Set Fire to the Rain – Adele
Songs,Sex on Fire – Kings of Leon
Songs,Shake It Off - Taylor Swift
Songs,Shake It Off – Taylor Swift
Songs,Shake It – Metro Station
Songs,Shallow – Lady Gaga & Bradley Cooper
Songs,Shape of You - Ed Sheeran
Songs,Since U Been Gone – Kelly Clarkson
Songs,Single Ladies (Put a Ring on It) - Beyoncé
Songs,Skyfall – Adele
Songs,Smells Like Teen Spirit – Nirvana
Songs,Somebody That I Used to Know – Gotye
Songs,Somebody to Love – Queen
Songs,Someone Like You – Adele
Songs,Stand by Me – Ben E. King
Songs,Stay – Rihanna ft. Mikky Ekko
Songs,Story of My Life – One Direction
Songs,Style - Taylor Swift
Songs,Super Bass – Nicki Minaj
Songs,Sweet Caroline – Neil Diamond
Songs,TORN – Natalie Imbruglia
Songs,Take Me Home, Country Roads – John Denver
Songs,The A Team – Ed Sheeran
Songs,The Archer - Taylor Swift
Songs,The Climb – Miley Cyrus
Songs,The Lazy Song – Bruno Mars
Songs,Thinking Out Loud - Ed Sheeran
Songs,Thinking Out Loud – Ed Sheeran
Songs,Tik Tok – Kesha
Songs,Tim McGraw - Taylor Swift
Songs,Titanium – David Guetta ft. Sia
Songs,Total Eclipse of the Heart – Bonnie Tyler
Songs,Uptown Funk (with Mark Ronson) - Bruno Mars
Songs,Uptown Funk – Bruno Mars
Songs,Valerie – Amy Winehouse
Songs,Wake Me Up – Avicii
Songs,What’s Up – 4 Non Blondes
Songs,Wildest Dreams - Taylor Swift
Songs,Wonderwall – Oasis
Songs,Wrecking Ball – Miley Cyrus
Songs,You Belong With Me – Taylor Swift
Songs,You Belong with Me - Taylor Swift
Songs,You’re the One That I Want – Grease
Songs,Zombie – The Cranberries
Recreation,Archery
Recreation,Badminton
Recreation,Base Jumping
Recreation,Baseball
Recreation,Basketball
Recreation,Biathlon
Recreation,Bird Watching
Recreation,Bobsledding
Recreation,Bocce
Recreation,Bodyboarding
Recreation,Bowling
Recreation,Boxing
Recreation,Bungee Jumping
Recreation,Camping
Recreation,Canoeing
Recreation,Capoeira
Recreation,Cheerleading
Recreation,Chess
Recreation,Cricket
Recreation,CrossFit
Recreation,Curling
Recreation,Cycling
Recreation,Dance (Ballet, Hip-Hop, Salsa, etc.)
Recreation,Darts
Recreation,Dodgeball
Recreation,Drone Racing
Recreation,Fencing
Recreation,Field Hockey
Recreation,Fishing
Recreation,Frisbee Golf
Recreation,Gardening
Recreation,Geocaching
Recreation,Go-Karting
Recreation,Golf
Recreation,Gymkhana
Recreation,Gymnastics
Recreation,Handball
Recreation,Hang Gliding
Recreation,Hiking
Recreation,Horseback Riding
Recreation,Ice Hockey
Recreation,Ice Skating
Recreation,Indoor Rock Climbing
Recreation,Inline Skating
Recreation,Kayaking
Recreation,Kitesurfing
Recreation,Laser Tag
Recreation,Lawn Bowling
Recreation,Luge
Recreation,Marathon Running
Recreation,Martial Arts (Karate, Taekwondo, Judo, etc.)
Recreation,Meditation (as recreational activity)
Recreation,Mixed Martial Arts (MMA)
Recreation,Motor Racing (Formula 1, NASCAR)
Recreation,Mountain Biking
Recreation,Orienteering
Recreation,Paddleboarding
Recreation,Paintball
Recreation,Paragliding
Recreation,Parkour
Recreation,Pentathlon
Recreation,Pickleball
Recreation,Pilates
Recreation,Polo
Recreation,Rock Climbing
Recreation,Rowing
Recreation,Rugby
Recreation,Sailing
Recreation,Scuba Diving
Recreation,Sepak Takraw
Recreation,Skate Skiing
Recreation,Skateboarding
Recreation,Skiing
Recreation,Skydiving
Recreation,Slacklining
Recreation,Snooker/Pool
Recreation,Snorkeling
Recreation,Snowboarding
Recreation,Surfing
Recreation,Swimming
Recreation,Table Tennis
Recreation,Tabletop Roleplaying Games
Recreation,Tai Chi
Recreation,Tennis
Recreation,Track and Field
Recreation,Trail Running
Recreation,Triathlon
Recreation,Ultimate Frisbee
Recreation,Volleyball
Recreation,Weightlifting
Recreation,Windsurfing
Recreation,Wrestling
Recreation,Yoga
Recreation,Zumba
Recreation,eSports (competitive video gaming)
Tech and Inventions,Airplane
Tech and Inventions,Antibiotics
Tech and Inventions,Aqueduct
Tech and Inventions,Arch
Tech and Inventions,Artificial limbs
Tech and Inventions,Atomic bomb
Tech and Inventions,Automobile
Tech and Inventions,Autonomous vehicle
Tech and Inventions,Battery (alkaline, lithium-ion)
Tech and Inventions,Bluetooth
Tech and Inventions,CRISPR gene editing
Tech and Inventions,Calendar
Tech and Inventions,Carbon capture tech
Tech and Inventions,Chatbots
Tech and Inventions,Cloud computing
Tech and Inventions,Compass
Tech and Inventions,Computer vision
Tech and Inventions,Cotton gin
Tech and Inventions,DNA structure discovery
Tech and Inventions,Digital camera
Tech and Inventions,Dishwasher
Tech and Inventions,Drones
Tech and Inventions,Electric car
Tech and Inventions,Electric grid
Tech and Inventions,Electric scooter
Tech and Inventions,Electric toothbrush
Tech and Inventions,Email
Tech and Inventions,Facial recognition
Tech and Inventions,GPS
Tech and Inventions,Geothermal energy
Tech and Inventions,Heart pacemaker
Tech and Inventions,Helicopter
Tech and Inventions,High-speed train
Tech and Inventions,Humanoid robots
Tech and Inventions,Hydroelectric dam
Tech and Inventions,Hydrogen fuel cell
Tech and Inventions,Hyperloop
Tech and Inventions,IVF (in vitro fertilization)
Tech and Inventions,Induction cooktop
Tech and Inventions,Insulin
Tech and Inventions,Internet
Tech and Inventions,Jet engine
Tech and Inventions,LED lighting
Tech and Inventions,Lever
Tech and Inventions,Light bulb
